0,28800,0,3200,0,259200,0,14400,0,1600,0,129600,0
0.2,28800,0,3200,0,259200,0,14400,0,1600,0,129600,0
0.4,28800,0,3200,0,259200,0,14400,0,1600,0,129600,0
0.6,28800,0,3200,0,259198,11.3778,14400,0,1600,0,129600,0.711114
0.8,28800,0,3200,0,259166,366.933,14400,0,1600,0,129592,22.9334
1,28800,0,3200,0,258836,4417.6,14400,0,1600,0,129506,252.844
1.2,28800,0,3200,0,257671,14083.7,14400,0,1600,0,129200,1003.07
1.4,28794.4,86.0444,3200,0,255077,17550.4,14398.6,5.37778,1600,0,128485,1561.96
1.6,28771.6,278.933,3200,0,250022,113850,14392.6,24.9333,1600,0,126987,9696.18
1.8,28626.8,1461.51,3200,0,240999,82375.3,14354.6,82.7111,1600,0,124010,17755.1
2,27935.2,9442.84,3196.8,17.0667,226212,553017,14157.8,827.067,1599.2,1.06667,118127,96492.7
2.2,24910,29892.4,3067.2,372.622,200768,880007,12999.2,8339.73,1563.4,40.9333,102717,682428
2.4,14822.8,902151,1184.8,120028,156937,5.16112e+06,3115.2,8.5658e+06,450.4,168845,23053,4.53956e+08
2.6,10318.4,157828,531.2,6961.07,133476,1.06933e+06,483.4,1.00464e+06,80.8,26231.3,3116.2,4.91928e+07
2.8,8052.4,57281.6,308.4,2654.04,117459,320882,31.6,134909,2,5783.11,331,4.82597e+06
3,6511.2,36742.4,230.8,2435.73,106132,576773,48,53695.1,-2.6,2326.27,277.2,1.87595e+06
3.2,5389.6,78813.2,180,3815.11,96556.4,554594,-108.6,27348.5,-8,1441.78,-806.8,807707
3.4,4739.6,34799.8,161.2,3993.07,89077.6,602518,94.6,75625.8,19,3681.11,208.6,2.11493e+06
3.6,4027.2,31149.5,96.4,1416.71,82534.4,481149,-2.6,29305.8,6.6,1549.38,16.6,754717
3.8,3741.2,44320.2,96,2848,76974,343645,-68.6,22015.2,-13.2,1181.51,-306.6,448440
4,3200,14282.7,118,4448.89,72367.2,275413,-10.8,20954,-17,2557.56,-124.4,511138
4.2,2999.2,54712.2,99.2,3320.18,68391.2,360419,-31.6,49336.7,-7.4,2577.82,-127.2,1.13577e+06
4.4,2720,26076.4,104,2727.11,64545.6,1.14623e+06,-44.4,11772.3,-5,636.667,-94,289163
4.6,2518.8,38357.5,64.8,2210.84,61258.4,107140,77.4,40584,3,4493.56,346.8,680890
4.8,2349.6,25316.3,37.2,3360.18,58105.2,355517,36.6,9054.27,14.4,1014.93,157.6,314985
5,2234.4,10180.3,37.2,3008.18,55690.8,443659,-84.2,33448.4,-22.6,2909.38,-338.6,448731
5.2,2083.6,23318.9,79.6,3966.04,53132,492868,50.8,13736.2,-2.4,889.6,92.6,281792
5.4,1857.2,39669.5,15.6,2330.49,50878.4,679962,24.4,22546.5,5.6,2390.93,15.8,390951
5.6,1869.2,34581.5,39.2,2868.62,49080,115520,20.6,6496.93,11,1021.56,122.4,146752
5.8,1683.6,25406,2.8,789.511,47047.6,375507,-5.4,5875.6,2.8,971.733,-160.2,84810.2
6,1679.2,32234,-6.8,1838.4,45216,161721,86.6,17737.8,14.6,2076.49,442.2,336987
6.2,1590.4,15090.5,46,2464.89,43725.6,478571,26.4,8907.38,1.4,1048.04,1.60001,216922
6.4,1454,32224.9,40.8,2854.4,42377.6,223702,31.8,7381.73,8.2,299.956,198.8,236287
6.6,1374,36242.7,29.2,4839.29,40650,318557,-10.2,7084.84,4.8,401.067,-62.2,156988
6.8,1324.4,10814,53.2,2993.96,39684,200668,43.8,13496.4,-3.8743e-07,1056.89,214.4,181993
7,1264,17500.4,47.6,5925.16,38408.4,613442,3,28444.7,-8,1651.56,-81.6,254777
7.2,1313.6,39997.2,44,3527.11,37224.4,244677,26.6,14347.6,9.4,1816.04,36.2,119296
7.4,1170.8,19634,4.8,1784.18,36204.8,395605,6.6,22698.7,9,2401.11,-10.8,218335
7.6,1224.8,32184.2,43.6,4022.93,35194,598476,47.4,16171.6,6.2,1717.73,147,181825
7.8,1144,23313.8,32.8,2776.18,34349.6,180427,-3.2,8496.18,2,1898.67,46.4,143061
8,1017.2,11474,10,4292.44,33230.8,365572,-36.8,12559.3,-5,1058,35.4,262066
8.2,1070.8,45518.4,38.8,4465.96,32634.8,252292,-16.4,15871.8,-5.6,1916.27,-73.8,274600
8.4,997.2,18919.3,36,3267.56,31464.8,377062,62.2,14391.5,11.4,2255.16,171.4,94131.6
8.6,1026,28619.6,16,2222.22,30779.6,186896,-88.2,25685.7,-25.4,1813.38,-329.8,361428
8.8,939.6,11347.4,51.2,2217.96,30292,567097,8.8,7373.51,4.8,361.956,-8.19999,86833.3
9,936,12209.8,10.4,2934.04,29465.6,423062,-13.6,28997.2,1,1357.56,-143.2,280062
9.2,922,33739.6,8,2691.56,28704.8,98175.3,3.6,17079.8,2.8,1833.96,-97.2,79529.1
9.4,983.2,24632.2,-12.4,2529.6,27963.6,59884.3,-29.6,25809.6,-2,3260.44,-90.4,419506
9.6,854,34838.2,-11.6,1921.6,27591.6,255561,-42,27342.2,-20,2180.44,-86,274040
9.8,784,45361.8,28.4,5729.6,26895.6,170242,-57,16607.3,-20,263.111,-110.6,242399
