0,3200,1600
0.01,3200,1600
0.02,2880,-278
0.03,3036,-434
0.04,3040,0
0.05,3036,-148
0.06,3040,-80
0.07,3036,-152
0.08,3040,-240
0.09,3200,-1600
0.1,3200,-1600
0.11,3200,1600
0.12,3200,1600
0.13,3200,-1600
0.14,3200,1600
0.15,3200,1600
0.16,3036,-290
0.17,3040,-480
0.18,3024,-256
0.19,3040,320
0.2,3040,-160
0.21,3036,128
0.22,3200,1600
0.23,3032,-236
0.24,3040,-80
0.25,3036,66
0.26,3200,-1600
0.27,3200,1600
0.28,3200,1600
0.29,3040,-160
0.3,3036,376
0.31,3040,80
0.32,3040,-160
0.33,2880,290
0.34,3036,196
0.35,3036,-180
0.36,3032,438
0.37,3200,-1600
0.38,3200,1600
0.39,3200,-1600
0.4,3040,160
0.41,3036,-108
0.42,3036,116
0.43,3200,-1600
0.44,3200,1600
0.45,3200,-1600
0.46,3036,-454
0.47,3200,-1600
0.48,3200,1600
0.49,3200,1600
0.5,3200,-1600
0.51,3200,-1600
0.52,3036,-312
0.53,3032,-136
0.54,3032,-166
0.55,3032,-522
0.56,3200,-1600
0.57,3200,-1600
0.58,3040,-80
0.59,3200,-1600
0.6,3200,1600
0.61,3036,-380
0.62,3032,-554
0.63,3200,-1600
0.64,3200,1600
0.65,3200,-1600
0.66,3028,98
0.67,3020,-294
0.68,3024,554
0.69,3200,1600
0.7,3200,-1600
0.71,3200,-1600
0.72,3200,1600
0.73,3200,-1600
0.74,3200,1600
0.75,3200,1600
0.76,3200,1600
0.77,3200,-1600
0.78,3200,1600
0.79,3200,1600
0.8,3200,1600
0.81,3200,-1600
0.82,3020,80
0.83,3020,-246
0.84,3200,-1600
0.85,3200,1600
0.86,3008,2
0.87,3200,-1600
0.88,3192,1598
0.89,3200,1600
0.9,3008,462
0.91,3200,1600
0.92,3008,-146
0.93,3200,-1600
0.94,3200,1600
0.95,3200,-1600
0.96,3008,58
0.97,3184,-1596
0.98,3192,1598
0.99,3192,1598
1,3016,-302
1.01,2980,-838
1.02,2992,252
1.03,3200,-1600
1.04,3200,1600
1.05,3200,-1600
1.06,3184,-1596
1.07,3200,-1600
1.08,3192,1598
1.09,3184,-1596
1.1,2992,-68
1.11,3200,1600
1.12,3192,1598
1.13,2960,-990
1.14,3200,-1600
1.15,2952,-208
1.16,2976,392
1.17,3184,-1596
1.18,3184,-1596
1.19,2940,386
1.2,3176,1594
1.21,2860,-102
1.22,2952,396
1.23,2964,376
1.24,3156,1588
1.25,3088,-1394
1.26,2964,-40
1.27,2852,-10
1.28,3184,1596
1.29,3180,1594
1.3,3184,-1596
1.31,3164,1590
1.32,3032,1268
1.33,3128,1582
1.34,3176,1594
1.35,3148,-1586
1.36,3140,-1584
1.37,2932,-214
1.38,2944,-16
1.39,3084,1484
1.4,3176,-1594
1.41,3168,-1592
1.42,2908,296
1.43,2868,-672
1.44,3136,-1580
1.45,2924,-52
1.46,2972,-1094
1.47,2920,420
1.48,3124,-1578
1.49,3156,-1584
1.5,2884,-60
1.51,3060,-1564
1.52,3112,1578
1.53,3132,-1582
1.54,2916,-188
1.55,3132,1580
1.56,3104,1570
1.57,2812,-486
1.58,3080,-1564
1.59,3016,1540
1.6,2860,-134
1.61,3076,-1566
1.62,2924,-1054
1.63,2840,38
1.64,2756,122
1.65,3064,-1564
1.66,2832,-302
1.67,3056,1560
1.68,3084,1566
1.69,2916,-1018
1.7,3044,-1552
1.71,2804,502
1.72,2712,516
1.73,2712,126
1.74,2864,-1002
1.75,2820,-1162
1.76,2664,364
1.77,2984,1538
1.78,2884,-1280
1.79,2808,-828
1.8,2936,1520
1.81,2920,-1518
1.82,2992,-1542
1.83,2940,1524
1.84,2980,-1538
1.85,2908,-1514
1.86,2960,1528
1.87,2552,-166
1.88,2960,1528
1.89,2936,1510
1.9,2840,1488
1.91,2924,-1496
1.92,2856,1488
1.93,2760,-1248
1.94,2656,338
1.95,2848,1484
1.96,2532,86
1.97,2552,-268
1.98,2576,1108
1.99,2452,248
2,2688,1236
2.01,2808,-1458
2.02,2684,-1408
2.03,2676,-1424
2.04,2648,1392
2.05,2540,944
2.06,2396,-410
2.07,2312,-246
2.08,2612,-1332
2.09,2816,-1440
2.1,2748,-1456
2.11,2436,-640
2.12,2720,-1364
2.13,2584,1364
2.14,2384,-796
2.15,2396,1036
2.16,2240,844
2.17,2488,1278
2.18,2476,1262
2.19,2224,526
2.2,2396,802
2.21,2480,1340
2.22,2512,1324
2.23,2356,1126
2.24,2288,-1152
