0,54
1,-130
2,-202
3,-48
4,-44
5,58
6,98
7,96
8,160
9,262
10,396
11,372
12,364
13,354
14,172
15,196
16,274
17,244
18,352
19,398
20,446
21,470
22,386
23,386
24,444
25,538
26,560
27,580
28,510
29,662
30,688
31,690
32,624
33,676
34,764
35,738
36,814
37,916
38,990
39,1082
40,1086
41,998
42,948
43,920
44,1002
45,1048
46,1132
47,1176
48,1220
49,1268
50,1304
51,1342
52,1380
53,1394
54,1382
55,1356
56,1462
57,1496
58,1524
59,1570
60,1684
61,1656
62,1698
63,1692
64,1710
65,1690
66,1702
67,1800
68,1838
69,1916
70,1978
71,1962
72,1936
73,2016
74,2030
75,2046
76,2000
77,2024
78,2058
79,2022
80,2084
81,2052
82,2130
83,2186
84,2298
85,2240
86,2244
87,2166
88,2172
89,2102
90,2176
91,2200
92,2202
93,2178
94,2204
95,2292
96,2244
97,2252
98,2248
99,2294
100,2320
101,2306
102,2358
103,2348
104,2318
105,2340
106,2298
107,2350
108,2432
109,2476
110,2524
111,2516
112,2476
113,2604
114,2624
115,2608
116,2686
117,2744
118,2774
119,2780
120,2744
121,2818
122,2862
123,2796
124,2810
125,2774
126,2792
127,2888
128,2906
129,2970
130,3020
131,3080
132,3130
133,3136
134,3046
135,3054
136,3064
137,3092
138,3112
139,3100
140,3062
141,3062
142,2998
143,3050
144,3120
145,3124
146,3134
147,3146
148,3172
149,3142
150,3204
151,3194
152,3204
153,3220
154,3194
155,3252
156,3306
157,3356
158,3390
159,3336
160,3378
161,3416
162,3368
163,3360
164,3332
165,3364
166,3414
167,3388
168,3426
169,3444
170,3454
171,3376
172,3368
173,3372
174,3446
175,3446
176,3524
177,3646
178,3678
179,3728
180,3766
181,3788
182,3776
183,3846
184,3890
185,3914
186,3870
187,3916
188,3910
189,3920
190,3924
191,3892
192,3894
193,3966
194,3986
195,4020
196,4058
197,4082
198,4128
199,4194
200,4226
201,4352
202,4344
203,4276
204,4328
205,4372
206,4392
207,4404
208,4408
209,4438
210,4436
211,4456
212,4516
213,4490
214,4524
215,4496
216,4558
217,4556
218,4522
219,4558
220,4580
221,4614
222,4638
223,4694
224,4740
225,4688
226,4754
227,4824
228,4746
229,4714
230,4688
231,4676
232,4694
233,4798
234,4890
235,4844
236,4816
237,4856
238,4950
239,4980
240,5010
241,5064
242,5042
243,5064
244,5078
245,5098
246,5078
247,5122
248,5126
249,5114
250,5224
251,5244
252,5288
253,5242
254,5214
255,5222
256,5176
257,5232
258,5184
259,5188
260,5168
261,5230
262,5294
263,5302
264,5318
265,5346
266,5300
267,5326
268,5434
269,5434
270,5494
271,5492
272,5550
273,5696
274,5786
275,5752
276,5728
277,5754
278,5842
279,5826
280,5832
281,5828
282,5840
283,5788
284,5792
285,5804
286,5838
287,5900
288,5950
289,5950
290,5972
291,5988
292,6030
293,5996
294,6030
295,6054
296,6088
297,6146
298,6132
299,6116
300,6174
301,6252
302,6202
303,6202
304,6196
305,6176
306,6176
307,6168
308,6144
309,6124
310,6212
311,6282
312,6306
313,6358
314,6384
315,6348
316,6356
317,6368
318,6340
319,6320
320,6332
321,6356
322,6332
323,6358
324,6408
325,6424
326,6422
327,6402
328,6490
329,6568
330,6592
331,6586
332,6568
333,6572
334,6612
335,6564
336,6576
337,6612
338,6604
339,6608
340,6588
341,6542
342,6596
343,6614
344,6606
345,6638
346,6632
347,6630
348,6606
349,6626
350,6652
351,6630
352,6590
353,6566
354,6564
355,6580
356,6594
357,6578
358,6550
359,6556
360,6540
361,6540
362,6600
363,6576
364,6648
365,6646
366,6646
367,6624
368,6610
369,6578
370,6632
371,6642
372,6682
373,6684
374,6734
375,6688
376,6730
377,6738
378,6706
379,6746
380,6768
381,6788
382,6794
383,6810
384,6828
385,6820
386,6816
387,6804
388,6734
389,6756
390,6746
391,6742
392,6746
393,6742
394,6744
395,6752
396,6770
397,6760
398,6776
399,6742
400,6764
401,6754
402,6758
403,6774
404,6790
405,6784
406,6776
407,6784
408,6774
409,6802
410,6794
411,6806
412,6824
413,6828
414,6874
415,6840
416,6836
417,6828
418,6878
419,6904
420,6904
421,6898
422,6900
423,6900
424,6890
425,6930
426,6992
427,6966
428,6940
429,6974
430,6974
431,6996
432,6988
433,7006
434,7050
435,7064
436,7018
437,7044
438,7040
439,6996
440,6976
441,6982
442,6982
443,6942
444,6938
445,6998
446,7032
447,7058
448,7066
449,7052
450,7054
451,7090
452,7132
453,7154
454,7158
455,7184
456,7176
457,7206
458,7236
459,7238
460,7254
461,7278
462,7352
463,7380
464,7356
465,7382
466,7364
467,7380
468,7378
469,7424
470,7438
471,7456
472,7472
473,7454
474,7450
475,7466
476,7462
477,7508
478,7482
479,7504
480,7508
481,7522
482,7512
483,7516
484,7528
485,7506
486,7540
487,7492
488,7554
489,7550
490,7564
491,7572
492,7604
493,7590
494,7576
495,7562
496,7538
497,7526
498,7472
499,7514
500,7478
501,7512
502,7502
503,7518
504,7570
505,7558
506,7566
507,7578
508,7574
509,7588
510,7574
511,7604
512,7612
513,7578
514,7536
515,7594
516,7642
517,7662
518,7678
519,7730
520,7740
521,7758
522,7788
523,7774
524,7788
525,7800
526,7794
527,7846
528,7824
529,7856
530,7854
531,7864
532,7882
533,7896
534,7876
535,7902
536,7886
537,7930
538,7918
539,7910
540,7896
541,7882
542,7950
543,7938
544,7930
545,7928
546,7916
547,7896
548,7906
549,7934
550,7906
551,7882
552,7928
553,7898
554,7908
555,7924
556,7950
557,7998
558,8008
559,8010
560,8060
561,8058
562,8138
563,8118
564,8100
565,8110
566,8124
567,8146
568,8144
569,8108
570,8108
571,8160
572,8134
573,8164
574,8140
575,8150
576,8182
577,8244
578,8286
579,8288
580,8306
581,8358
582,8414
583,8358
584,8372
585,8366
586,8358
587,8394
588,8418
589,8450
590,8460
591,8506
592,8446
593,8474
594,8474
595,8482
596,8490
597,8462
598,8526
599,8506
600,8534
601,8492
602,8522
603,8518
604,8542
605,8518
606,8520
607,8526
608,8506
609,8516
610,8504
611,8478
612,8484
613,8496
614,8520
615,8576
616,8566
617,8588
618,8634
619,8594
620,8594
621,8600
622,8642
623,8608
624,8604
625,8626
626,8600
627,8610
628,8624
629,8656
630,8690
631,8642
632,8634
633,8644
634,8572
635,8600
636,8608
637,8662
638,8622
639,8646
640,8634
641,8602
642,8586
643,8592
644,8598
645,8620
646,8674
647,8706
648,8682
649,8668
650,8634
651,8698
652,8706
653,8692
654,8676
655,8656
656,8660
657,8692
658,8774
659,8780
660,8826
661,8822
662,8812
663,8778
664,8760
665,8792
666,8782
667,8790
668,8798
669,8776
670,8788
671,8804
672,8812
673,8770
674,8826
675,8866
676,8862
677,8854
678,8834
679,8886
680,8890
681,8930
682,8956
683,8902
684,8902
685,8932
686,8930
687,8930
688,8932
689,8898
690,8912
691,8930
692,8926
693,8932
694,8926
695,8900
696,8904
697,8864
698,8928
699,8960
700,8962
701,8986
702,8952
703,8966
704,8950
705,8952
706,8986
707,9000
708,8996
709,8976
710,9054
711,9096
712,9072
713,9060
714,9068
715,9058
716,9054
717,9074
718,9078
719,9038
720,9050
721,9074
722,9132
723,9140
724,9162
725,9150
726,9138
727,9136
728,9166
729,9156
730,9164
731,9154
732,9144
733,9172
734,9186
735,9184
736,9238
737,9250
738,9234
739,9272
740,9332
741,9320
742,9368
743,9372
744,9372
745,9392
746,9382
747,9402
748,9422
749,9386
750,9402
751,9408
752,9408
753,9424
754,9426
755,9406
756,9426
757,9428
758,9464
759,9478
760,9462
761,9450
762,9460
763,9440
764,9496
765,9534
766,9550
767,9548
768,9584
769,9600
770,9560
771,9566
772,9586
773,9584
774,9540
775,9558
776,9554
777,9586
778,9602
779,9584
780,9584
781,9600
782,9548
783,9594
784,9604
785,9578
786,9584
787,9582
788,9570
789,9566
790,9600
791,9614
792,9616
793,9630
794,9634
795,9626
796,9590
797,9576
798,9618
799,9616
800,9642
801,9646
802,9642
803,9656
804,9682
805,9678
806,9672
807,9698
808,9688
809,9670
810,9676
811,9656
812,9634
813,9626
814,9684
815,9716
816,9684
817,9652
818,9644
819,9646
820,9626
821,9644
822,9676
823,9710
824,9692
825,9670
826,9680
827,9688
828,9670
829,9678
830,9654
831,9662
832,9700
833,9704
834,9706
835,9706
836,9718
837,9734
838,9756
839,9748
840,9756
841,9746
842,9782
843,9798
844,9820
845,9804
846,9778
847,9760
848,9784
849,9796
850,9794
851,9794
852,9794
853,9812
854,9816
855,9830
856,9816
857,9848
858,9874
859,9892
860,9874
861,9884
862,9872
863,9852
864,9850
865,9848
866,9838
867,9868
868,9864
869,9876
870,9868
871,9878
872,9832
873,9846
874,9806
875,9846
876,9862
877,9866
878,9854
879,9832
