0.1,0,-80,-8
0.1,1,-2204,-98
0.1,2,-2588,-24
0.1,3,-2724,-52
0.1,4,-2836,16
0.1,5,-2892,-4
0.1,6,-2932,-36
0.1,7,-2968,-88
0.1,8,-2988,-140
0.1,9,-3020,-150
0.1,10,-3048,-94
0.1,11,-3048,-54
0.1,12,-3052,-50
0.1,13,-3064,-80
0.1,14,-3072,-48
0.1,15,-3096,-16
0.1,16,-3096,-4
0.1,17,-3104,12
0.1,18,-3104,32
0.1,19,-3108,52
0.1,20,-3112,60
0.1,21,-3116,66
0.1,22,-3116,104
0.1,23,-3116,102
0.1,24,-3120,120
0.1,25,-3120,166
0.1,26,-3120,146
0.1,27,-3124,120
0.1,28,-3136,100
0.1,29,-3140,132
0.1,30,-3140,136
0.1,31,-3144,128
0.1,32,-3144,90
0.1,33,-3148,38
0.1,34,-3148,46
0.1,35,-3148,56
0.1,36,-3148,56
0.1,37,-3148,88
0.1,38,-3152,64
0.1,39,-3152,82
0.1,40,-3152,92
0.1,41,-3156,88
0.1,42,-3156,86
0.1,43,-3156,72
0.1,44,-3156,58
0.1,45,-3160,32
0.1,46,-3164,36
0.1,47,-3164,54
0.1,48,-3164,52
0.1,49,-3164,74
0.1,50,-3164,86
0.1,51,-3164,76
0.1,52,-3164,94
0.1,53,-3164,82
0.1,54,-3168,50
0.1,55,-3168,38
0.1,56,-3168,62
0.1,57,-3172,96
0.1,58,-3176,122
0.1,59,-3176,134
0.1,60,-3180,156
0.1,61,-3180,184
0.1,62,-3180,180
0.1,63,-3184,180
0.1,64,-3184,174
0.1,65,-3184,164
0.1,66,-3184,176
0.1,67,-3184,174
0.1,68,-3184,180
0.1,69,-3184,178
0.1,70,-3184,178
0.1,71,-3184,166
0.1,72,-3184,184
0.1,73,-3184,174
0.1,74,-3184,164
0.1,75,-3184,176
0.1,76,-3184,196
0.1,77,-3184,202
0.1,78,-3184,192
0.1,79,-3184,178
0.1,80,-3184,178
0.1,81,-3184,172
0.1,82,-3184,182
0.1,83,-3184,182
0.1,84,-3184,180
0.1,85,-3184,170
0.1,86,-3184,168
0.1,87,-3184,156
0.1,88,-3184,162
0.1,89,-3184,144
0.1,90,-3188,142
0.1,91,-3188,136
0.1,92,-3188,136
0.1,93,-3188,130
0.1,94,-3188,140
0.1,95,-3188,128
0.1,96,-3188,120
0.1,97,-3188,108
0.1,98,-3188,114
0.1,99,-3188,118
1,0,-64,-20
1,1,-2096,-102
1,2,-2512,-190
1,3,-2640,-266
1,4,-2680,-320
1,5,-2784,-346
1,6,-2856,-496
1,7,-2864,-562
1,8,-2884,-562
1,9,-2912,-560
1,10,-2932,-580
1,11,-2932,-574
1,12,-2964,-632
1,13,-2984,-642
1,14,-3008,-648
1,15,-3004,-664
1,16,-2996,-694
1,17,-3032,-678
1,18,-3048,-692
1,19,-3048,-714
1,20,-3044,-762
1,21,-3060,-764
1,22,-3068,-812
1,23,-3040,-846
1,24,-3056,-874
1,25,-3076,-860
1,26,-3088,-894
1,27,-3088,-954
1,28,-3112,-918
1,29,-3124,-960
1,30,-3140,-1004
1,31,-3136,-1070
1,32,-3140,-1084
1,33,-3144,-1098
1,34,-3148,-1134
1,35,-3140,-1134
1,36,-3140,-1144
1,37,-3168,-1166
1,38,-3172,-1156
1,39,-3168,-1224
1,40,-3160,-1234
1,41,-3184,-1268
1,42,-3184,-1296
1,43,-3192,-1298
1,44,-3204,-1352
1,45,-3204,-1364
1,46,-3212,-1416
1,47,-3224,-1418
1,48,-3224,-1448
1,49,-3228,-1450
1,50,-3244,-1490
1,51,-3240,-1514
1,52,-3260,-1540
1,53,-3260,-1548
1,54,-3268,-1568
1,55,-3296,-1588
1,56,-3320,-1600
1,57,-3312,-1598
1,58,-3320,-1600
1,59,-3312,-1598
1,60,-3320,-1600
1,61,-3320,-1600
1,62,-3320,-1600
1,63,-3320,-1600
1,64,-3312,-1598
1,65,-3320,-1600
1,66,-3320,-1600
1,67,-3312,-1598
1,68,-3320,-1600
1,69,-3304,-1596
1,70,-3312,-1598
1,71,-3320,-1600
1,72,-3312,-1598
1,73,-3304,-1596
1,74,-3296,-1594
1,75,-3304,-1596
1,76,-3320,-1600
1,77,-3320,-1600
1,78,-3320,-1600
1,79,-3312,-1598
1,80,-3296,-1594
1,81,-3320,-1600
1,82,-3312,-1598
1,83,-3304,-1596
1,84,-3320,-1600
1,85,-3312,-1598
1,86,-3304,-1596
1,87,-3320,-1600
1,88,-3320,-1600
1,89,-3320,-1600
1,90,-3320,-1600
1,91,-3320,-1600
1,92,-3312,-1598
1,93,-3304,-1596
1,94,-3320,-1600
1,95,-3320,-1600
1,96,-3288,-1592
