0,800,400
0.005,800,400
0.01,800,400
0.015,800,400
0.02,800,400
0.025,800,400
0.03,800,400
0.035,800,400
0.04,800,400
0.045,800,400
0.05,800,400
0.055,800,400
0.06,800,400
0.065,800,400
0.07,800,400
0.075,800,400
0.08,800,400
0.085,800,400
0.09,800,400
0.095,800,400
0.1,800,400
0.105,800,400
0.11,800,400
0.115,800,400
0.12,800,400
0.125,800,400
0.13,800,400
0.135,800,400
0.14,800,400
0.145,800,400
0.15,800,400
0.155,800,400
0.16,800,400
0.165,800,400
0.17,800,400
0.175,800,400
0.18,800,400
0.185,800,400
0.19,800,400
0.195,800,400
0.2,800,400
0.205,800,400
0.21,800,400
0.215,800,400
0.22,800,400
0.225,800,400
0.23,800,400
0.235,800,400
0.24,800,400
0.245,800,400
0.25,800,400
0.255,800,400
0.26,800,400
0.265,800,400
0.27,800,400
0.275,800,400
0.28,800,400
0.285,800,400
0.29,800,400
0.295,800,400
0.3,800,400
0.305,800,400
0.31,800,400
0.315,800,400
0.32,800,400
0.325,800,400
0.33,800,400
0.335,800,400
0.34,800,400
0.345,800,400
0.35,800,400
0.355,800,400
0.36,800,400
0.365,800,400
0.37,800,400
0.375,800,400
0.38,800,400
0.385,800,400
0.39,800,400
0.395,800,400
0.4,800,400
0.405,800,400
0.41,800,400
0.415,800,400
0.42,800,400
0.425,800,400
0.43,800,400
0.435,800,400
0.44,800,400
0.445,800,400
0.45,800,400
0.455,800,400
0.46,800,400
0.465,800,400
0.47,800,400
0.475,800,400
0.48,800,400
0.485,800,400
0.49,800,400
0.495,800,400
0.5,800,400
0.505,800,400
0.51,800,400
0.515,800,400
0.52,800,400
0.525,800,400
0.53,800,400
0.535,800,400
0.54,800,400
0.545,800,400
0.55,800,400
0.555,800,400
0.56,800,400
0.565,800,400
0.57,800,400
0.575,800,400
0.58,800,400
0.585,800,400
0.59,800,400
0.595,800,400
0.6,800,400
0.605,800,400
0.61,800,400
0.615,800,400
0.62,800,400
0.625,800,400
0.63,800,400
0.635,800,400
0.64,800,400
0.645,800,400
0.65,800,400
0.655,800,400
0.66,800,400
0.665,800,400
0.67,800,400
0.675,800,400
0.68,800,400
0.685,800,400
0.69,800,400
0.695,800,400
0.7,800,400
0.705,800,400
0.71,800,400
0.715,800,400
0.72,800,400
0.725,800,400
0.73,800,400
0.735,800,400
0.74,800,400
0.745,800,400
0.75,800,400
0.755,800,400
0.76,800,400
0.765,800,400
0.77,800,400
0.775,800,400
0.78,800,400
0.785,800,400
0.79,800,400
0.795,800,400
0.8,800,400
0.805,800,400
0.81,800,400
0.815,800,400
0.82,800,400
0.825,800,400
0.83,800,400
0.835,800,400
0.84,800,400
0.845,800,400
0.85,800,400
0.855,800,400
0.86,800,400
0.865,800,400
0.87,800,400
0.875,800,400
0.88,792,398
0.885,800,400
0.89,800,400
0.895,800,400
0.9,800,400
0.905,800,400
0.91,800,400
0.915,800,400
0.92,800,400
0.925,800,400
0.93,800,400
0.935,800,400
0.94,800,400
0.945,800,400
0.95,800,400
0.955,800,400
0.96,800,400
0.965,800,400
0.97,800,400
0.975,800,400
0.98,800,400
0.985,800,400
0.99,800,400
0.995,800,400
1,800,400
1.005,800,400
1.01,800,400
1.015,800,400
1.02,792,398
1.025,792,398
1.03,800,400
1.035,800,400
1.04,800,400
1.045,784,396
1.05,800,400
1.055,800,400
1.06,800,400
1.065,792,398
1.07,800,400
1.075,800,400
1.08,800,400
1.085,792,398
1.09,800,400
1.095,800,400
1.1,788,396
1.105,792,398
1.11,792,398
1.115,800,400
1.12,792,398
1.125,792,398
1.13,800,400
1.135,800,400
1.14,800,400
1.145,792,398
1.15,800,400
1.155,800,400
1.16,800,400
1.165,800,400
1.17,800,400
1.175,784,396
1.18,792,398
1.185,800,400
1.19,800,400
1.195,800,400
1.2,800,400
1.205,800,400
1.21,800,400
1.215,788,396
1.22,792,398
1.225,792,398
1.23,800,400
1.235,800,400
1.24,800,400
1.245,788,396
1.25,800,400
1.255,800,400
1.26,792,398
1.265,800,400
1.27,780,394
1.275,792,398
1.28,800,400
1.285,800,400
1.29,800,400
1.295,784,396
1.3,780,394
1.305,800,400
1.31,792,398
1.315,792,398
1.32,788,396
1.325,792,398
1.33,792,398
1.335,784,396
1.34,792,398
1.345,792,398
1.35,800,400
1.355,800,400
1.36,784,396
1.365,776,394
1.37,784,396
1.375,800,400
1.38,792,398
1.385,788,396
1.39,792,398
1.395,776,394
1.4,800,400
1.405,776,394
1.41,772,392
1.415,772,386
1.42,776,394
1.425,800,400
1.43,776,394
1.435,800,400
1.44,800,400
1.445,800,400
1.45,776,394
1.455,784,396
1.46,792,398
1.465,784,396
1.47,764,390
1.475,800,400
1.48,768,392
1.485,792,398
1.49,764,390
1.495,776,394
1.5,768,392
1.505,764,388
1.51,788,396
1.515,748,386
1.52,760,390
1.525,776,394
1.53,792,398
1.535,776,394
1.54,784,396
1.545,800,400
1.55,752,386
1.555,768,392
1.56,768,392
1.565,784,396
1.57,772,392
1.575,784,396
1.58,736,380
1.585,776,394
1.59,720,376
1.595,748,384
1.6,784,396
1.605,768,392
1.61,784,396
1.615,768,390
1.62,740,384
1.625,780,394
1.63,748,386
1.635,764,390
1.64,752,384
1.645,784,396
1.65,724,378
1.655,752,384
1.66,784,396
1.665,772,392
1.67,768,392
1.675,764,390
1.68,740,384
1.685,744,384
1.69,720,370
1.695,792,398
1.7,732,380
1.705,740,384
1.71,720,360
1.715,756,388
1.72,764,388
1.725,776,394
1.73,760,388
1.735,760,388
1.74,768,388
1.745,720,378
1.75,756,386
1.755,724,374
1.76,752,388
1.765,728,376
1.77,760,388
1.775,760,390
1.78,696,372
1.785,744,380
1.79,696,368
1.795,724,378
1.8,740,384
1.805,752,388
1.81,744,384
1.815,760,390
1.82,748,386
1.825,740,384
1.83,680,364
1.835,768,392
1.84,748,386
1.845,728,376
1.85,692,364
1.855,688,368
1.86,720,376
1.865,780,394
1.87,704,372
1.875,748,384
1.88,760,388
1.885,696,374
1.89,744,382
1.895,708,372
1.9,720,376
1.905,744,386
1.91,748,384
1.915,760,382
1.92,688,360
1.925,768,390
1.93,704,348
1.935,720,378
1.94,708,372
1.945,708,362
1.95,740,384
1.955,700,366
1.96,732,376
1.965,672,360
1.97,728,382
1.975,764,390
1.98,720,376
1.985,652,322
1.99,708,370
1.995,728,378
2,696,368
2.005,696,366
2.01,768,392
2.015,672,356
2.02,720,376
2.025,684,364
2.03,680,360
2.035,592,310
2.04,688,362
2.045,656,354
2.05,632,312
2.055,732,382
2.06,648,338
2.065,676,352
2.07,696,362
2.075,720,378
2.08,704,372
2.085,660,346
2.09,696,368
2.095,728,366
2.1,580,304
2.105,680,350
2.11,724,378
2.115,628,330
2.12,660,354
2.125,708,376
2.13,668,338
2.135,684,352
2.14,612,292
2.145,692,362
2.15,628,332
2.155,640,290
2.16,636,340
2.165,656,354
2.17,668,342
2.175,572,294
2.18,556,284
2.185,732,380
2.19,624,344
2.195,572,296
2.2,616,316
2.205,608,330
2.21,472,272
2.215,636,340
2.22,600,298
2.225,560,288
2.23,636,316
2.235,648,338
2.24,648,346
2.245,456,106
2.25,516,-206
2.255,584,-286
2.26,612,-322
2.265,656,-352
2.27,560,-288
2.275,536,-194
2.28,412,-114
2.285,492,-160
2.29,564,-286
2.295,616,-336
2.3,492,-158
2.305,524,-294
2.31,552,-292
2.315,564,-274
2.32,444,-64
2.325,528,-218
2.33,456,8
2.335,624,-338
2.34,568,-306
2.345,476,-154
2.35,604,-308
2.355,424,40
2.36,616,332
2.365,584,298
2.37,460,168
2.375,584,248
2.38,616,242
2.385,440,-194
2.39,556,-128
2.395,532,-264
2.4,548,-284
2.405,528,-254
2.41,488,-148
2.415,408,0
2.42,504,-30
2.425,540,-298
2.43,532,-258
2.435,532,-224
2.44,380,36
2.445,564,292
2.45,536,276
2.455,452,-8
2.46,452,192
2.465,452,132
2.47,384,-158
2.475,496,248
2.48,412,64
2.485,424,208
2.49,444,94
2.495,448,220
2.5,448,-204
2.505,432,24
