0.1,0,-32,-14
0.1,1,-352,-56
0.1,2,-476,-94
0.1,3,-544,-110
0.1,4,-584,-140
0.1,5,-640,-152
0.1,6,-660,-170
0.1,7,-676,-188
0.1,8,-696,-200
0.1,9,-736,-222
0.1,10,-740,-254
0.1,11,-752,-260
0.1,12,-756,-262
0.1,13,-760,-266
0.1,14,-768,-294
0.1,15,-784,-312
0.1,16,-788,-322
0.1,17,-800,-340
0.1,18,-816,-352
0.1,19,-836,-384
0.1,20,-836,-380
0.1,21,-840,-390
0.1,22,-848,-396
0.1,23,-848,-394
0.1,24,-852,-396
0.1,25,-856,-398
0.1,26,-856,-398
0.1,27,-864,-400
0.1,28,-864,-400
0.1,29,-864,-400
0.1,30,-864,-400
0.1,31,-864,-400
0.1,32,-864,-400
0.1,33,-864,-400
0.1,34,-864,-400
0.1,35,-864,-400
0.1,36,-864,-400
0.1,37,-864,-400
0.1,38,-864,-400
0.1,39,-864,-400
0.1,40,-864,-400
0.1,41,-864,-400
0.1,42,-864,-400
0.1,43,-864,-400
0.1,44,-864,-400
0.1,45,-864,-400
0.1,46,-864,-400
0.1,47,-864,-400
0.1,48,-864,-400
0.1,49,-864,-400
0.1,50,-864,-400
0.1,51,-864,-400
0.1,52,-864,-400
0.1,53,-864,-400
0.1,54,-864,-400
0.1,55,-864,-400
0.1,56,-864,-400
0.1,57,-864,-400
0.1,58,-864,-400
0.1,59,-864,-400
0.1,60,-864,-400
0.1,61,-864,-400
0.1,62,-864,-400
0.1,63,-864,-400
0.1,64,-864,-400
0.1,65,-864,-400
0.1,66,-864,-400
0.1,67,-864,-400
0.1,68,-864,-400
0.1,69,-864,-400
0.1,70,-864,-400
0.1,71,-864,-400
0.1,72,-864,-400
0.1,73,-864,-400
0.1,74,-864,-400
0.1,75,-864,-400
0.1,76,-864,-400
0.1,77,-864,-400
0.1,78,-864,-400
0.1,79,-864,-400
0.1,80,-864,-400
0.1,81,-864,-400
0.1,82,-864,-400
0.1,83,-864,-400
0.1,84,-864,-400
0.1,85,-864,-400
0.1,86,-864,-400
0.1,87,-864,-400
0.1,88,-864,-400
0.1,89,-864,-400
0.1,90,-864,-400
0.1,91,-864,-400
0.1,92,-864,-400
0.1,93,-864,-400
0.1,94,-864,-400
0.1,95,-864,-400
0.1,96,-864,-400
0.1,97,-864,-400
0.1,98,-864,-400
0.1,99,-864,-400
1,0,52,-6
1,1,-192,-24
1,2,-332,-60
1,3,-372,-80
1,4,-412,-98
1,5,-448,-108
1,6,-496,-112
1,7,-512,-112
1,8,-512,-112
1,9,-520,-116
1,10,-536,-128
1,11,-532,-118
1,12,-548,-100
1,13,-544,-104
1,14,-540,-94
1,15,-544,-106
1,16,-552,-88
1,17,-560,-110
1,18,-568,-112
1,19,-568,-118
